Time [s],Value,Parity Error,Framing Error
6.333567,C,,
6.333827,S,,
6.334087,A,,
6.334347,'168',,
6.334607,\n,,
6.334867,'160',,
6.335127,'0',,
6.335387,\n,,
6.335647,'0',,
6.335907,'1',,
6.336167,h,,
6.336427,'28',,
6.336687,'208',,
6.336947,'15',,
6.337207,'200',,
6.337467,'23',,
6.337727,'0',,
6.337987,'0',,
6.338247,'0',,
6.338507,'0',,
6.338767,'0',,
6.339027,'169',,
6.339287,'154',,
6.339547,a,,
6.339807,'143',,
6.340067,'160',,
6.340327,'128',,
6.340587,'161',,
6.340847,'129',,
6.341107,'168',,
6.341367,K,,
6.341627,'4',,
6.341887,'8',,
6.633508,L,,
6.633768,C,,
6.634028,S,,
6.634288,A,,
6.634548,'168',,
6.634808,\n,,
6.635068,'160',,
6.635328,'0',,
6.635588,\n,,
6.635848,'0',,
6.636108,'1',,
6.636368,h,,
6.636629,'28',,
6.636889,'208',,
6.637149,'15',,
6.637409,'200',,
6.637669,'23',,
6.637929,'0',,
6.638189,'0',,
6.638449,'0',,
6.638709,'0',,
6.638969,'0',,
6.639229,'169',,
6.639489,'154',,
6.639749,a,,
6.640009,'143',,
6.640269,'160',,
6.640529,'128',,
6.640789,'161',,
6.641049,'129',,
6.641309,'168',,
6.641569,K,,
6.641829,'4',,
6.642089,'8',,
6.933367,L,,
6.933627,C,,
6.933887,S,,
6.934147,A,,
6.934407,'168',,
6.934667,\n,,
6.934927,'160',,
6.935187,'0',,
6.935447,\n,,
6.935707,'0',,
6.935967,'1',,
6.936227,h,,
6.936487,'28',,
6.936747,'208',,
6.937007,'15',,
6.937267,'200',,
6.937527,'23',,
6.937787,'0',,
6.938047,'0',,
6.938307,'0',,
6.938567,'0',,
6.938827,'0',,
6.939087,'169',,
6.939347,'154',,
6.939607,a,,
6.939867,'143',,
6.940128,'160',,
6.940388,'128',,
6.940648,'161',,
6.940908,'129',,
6.941168,'168',,
6.941428,K,,
6.941688,'4',,
6.941948,'8',,
7.233568,L,,
7.233828,C,,
7.234088,S,,
7.234348,A,,
7.234608,'168',,
7.234869,\n,,
7.235129,'160',,
7.235389,'0',,
7.235649,\n,,
7.235909,'0',,
7.236169,'1',,
7.236429,h,,
7.236689,'28',,
7.236949,'208',,
7.237209,'15',,
7.237469,'200',,
7.237729,'23',,
7.237989,'0',,
7.238249,'0',,
7.238509,'0',,
7.238769,'0',,
7.239029,'0',,
7.239289,'169',,
7.239549,'154',,
7.239809,a,,
7.240069,'143',,
7.240329,'160',,
7.240589,'128',,
7.240849,'161',,
7.241109,'129',,
7.241369,'168',,
7.241629,K,,
7.241889,'4',,
7.242149,'8',,
7.415666,L,,
7.415926,C,,
7.416186,S,,
7.416446,A,,
7.416706,'250',,
7.416966,P,,
7.417226,'160',,
7.417486,'0',,
7.417746,\n,,
7.418006,'0',,
7.418266,'1',,
7.418526,h,,
