Time [s],Value,Parity Error,Framing Error
1.360515,'160',,
1.360775,'129',,
1.361035,'160',,
1.361295,'128',,
1.361555,'176',,
1.361815,'139',,
1.362076,'19',,
1.362336,'140',,
1.362596,'4',,
1.362856,'8',,
1.364274,L,,
1.364534,C,,
1.364794,S,,
1.365054,A,,
1.365314,'250',,
1.365574,Q,,
1.365835,'160',,
1.366095,'0',,
1.366355,\n,,
1.366615,h,,
1.366875,'29',,
1.367135,'232',,
1.367395,'30',,
1.367655,'185',,
1.367915,'155',,
1.368175,'232',,
1.368435,'23',,
1.368695,'248',,
1.368955,'0',,
1.369215,'0',,
1.369475,'0',,
1.369735,'0',,
1.369995,'225',,
1.370255,'142',,
1.370515,'160',,
1.370775,'129',,
1.371035,'160',,
1.371295,'128',,
1.371555,'176',,
1.371815,'139',,
1.372075,'19',,
1.372335,'140',,
1.372595,'4',,
1.372855,'8',,
1.374276,L,,
1.374536,C,,
1.374796,S,,
1.375056,A,,
1.375316,'250',,
1.375576,Q,,
1.375836,'160',,
1.376096,'0',,
1.376356,\n,,
1.376616,h,,
1.376876,'29',,
1.377136,'232',,
1.377395,'30',,
1.377656,'185',,
1.377916,'155',,
1.378176,'232',,
1.378436,'23',,
1.378696,'248',,
1.378956,'0',,
1.379216,'0',,
1.379476,'0',,
1.379736,'0',,
1.379996,'225',,
1.380256,'140',,
1.380516,'160',,
1.380776,'129',,
1.381036,'160',,
1.381296,'128',,
1.381556,'176',,
1.381816,'139',,
1.382076,'19',,
1.382336,'140',,
1.382596,'4',,
1.382856,'8',,
1.394116,L,,
1.394376,C,,
1.394636,S,,
1.394896,A,,
1.395156,'250',,
1.395416,Q,,
1.395676,'160',,
1.395936,'0',,
1.396196,\n,,
1.396456,h,,
1.396716,'29',,
1.396976,'232',,
1.397236,'30',,
1.397496,'185',,
1.397756,'155',,
1.398016,'232',,
1.398276,'23',,
1.398536,'248',,
1.398796,'0',,
1.399056,'0',,
1.399316,'0',,
1.399576,'0',,
1.399836,'169',,
1.400096,'154',,
1.400356,'225',,
1.400616,'143',,
1.400876,'160',,
1.401136,'128',,
1.401396,'176',,
1.401656,'139',,
1.401916,'19',,
1.402176,'140',,
1.402436,'4',,
1.402696,'8',,
1.404263,L,,
1.404523,C,,
1.404783,S,,
1.405043,A,,
1.405303,'250',,
1.405563,Q,,
1.405823,'160',,
1.406083,'0',,
1.406343,\n,,
1.406603,h,,
1.406863,'29',,
1.407123,'232',,
1.407383,'30',,
1.407643,'185',,
1.407903,'155',,
1.408163,'232',,
1.408423,'23',,
1.408683,'248',,
1.408944,'0',,
1.409204,'0',,
1.409464,'0',,
1.409724,'0',,
1.409984,'160',,
1.410244,'0',,
1.410504,'225',,
1.410764,'143',,
1.411024,'160',,
1.411284,'128',,
1.411544,'176',,
1.411804,'139',,
1.412064,'19',,
1.412324,'140',,
1.412584,'4',,
1.412844,'8',,
1.424119,L,,
1.424379,C,,
1.424639,S,,
1.424899,A,,
1.425159,'250',,
1.425419,Q,,
1.425679,'160',,
1.425939,'0',,
1.426199,\n,,
1.426459,h,,
1.42672,'29',,
1.42698,'232',,
1.42724,'30',,
1.4275,'185',,
1.42776,'155',,
1.42802,'232',,
1.42828,'23',,
1.42854,'248',,
1.4288,'0',,
1.42906,'0',,
1.42932,'0',,
1.42958,'0',,
1.42984,'193',,
1.4301,'134',,
1.43036,'225',,
1.43062,'143',,
1.43088,'160',,
1.43114,'128',,
1.4314,'176',,
1.43166,'139',,
1.43192,'19',,
1.43218,'140',,
1.43244,'4',,
1.4327,'8',,
1.434267,L,,
1.434527,C,,
1.434787,S,,
1.435047,A,,
1.435307,'250',,
1.435567,Q,,
1.435827,'160',,
1.436087,'0',,
1.436347,\n,,
1.436607,h,,
1.436867,'29',,
1.437127,'232',,
1.437387,'30',,
1.437647,'185',,
1.437907,'155',,
1.438167,'232',,
1.438427,'23',,
1.438687,'248',,
1.438947,'0',,
1.439207,'0',,
1.439467,'0',,
1.439727,'0',,
1.439987,'225',,
1.440247,'132',,
1.440507,'225',,
1.440767,'143',,
1.441027,'160',,
1.441287,'128',,
1.441547,'176',,
1.441807,'139',,
1.442068,'19',,
1.442328,'140',,
1.442588,'4',,
1.442848,'8',,
1.444283,L,,
1.444543,C,,
1.444803,S,,
1.445063,A,,
1.445323,'250',,
1.445583,Q,,
1.445843,'160',,
1.446103,'0',,
1.446363,\n,,
1.446623,h,,
1.446883,'29',,
1.447143,'232',,
1.447403,'30',,
1.447663,'185',,
1.447923,'155',,
1.448183,'232',,
1.448443,'23',,
1.448703,'248',,
1.448963,'0',,
1.449223,'0',,
1.449483,'0',,
1.449743,'0',,
1.450003,'224',,
1.450263,'12',,
1.450523,'225',,
1.450783,'143',,
1.451043,'160',,
1.451303,'128',,
1.451563,'176',,
1.451823,'139',,
1.452083,'19',,
1.452343,'140',,
1.452603,'4',,
1.452863,'8',,
1.45444,L,,
1.4547,C,,
1.45496,S,,
1.45522,A,,
1.45548,'250',,
1.45574,Q,,
1.456,'160',,
1.45626,'0',,
1.45652,\n,,
1.45678,h,,
1.45704,'29',,
1.4573,'232',,
1.45756,'30',,
1.45782,'185',,
1.45808,'155',,
1.45834,'232',,
1.4586,'23',,
1.45886,'248',,
1.45912,'0',,
1.45938,'0',,
1.45964,'0',,
1.4599,'0',,
1.46016,a,,
1.46042,'142',,
1.46068,'225',,
1.460941,'143',,
1.4612,'160',,
1.461461,'128',,
1.461721,'176',,
1.461981,'139',,
1.462241,'19',,
1.462501,'140',,
1.462761,'4',,
1.463021,'8',,
1.464452,L,,
1.464713,C,,
1.464973,S,,
1.465233,A,,
1.465493,'250',,
1.465753,Q,,
1.466013,'160',,
1.466273,'0',,
1.466533,\n,,
1.466793,h,,
1.467053,'29',,
1.467313,'232',,
1.467573,'30',,
1.467833,'185',,
1.468093,'155',,
1.468353,'232',,
1.468613,'23',,
1.468873,'248',,
1.469133,'0',,
1.469393,'0',,
1.469653,'0',,
1.469913,'0',,
1.470173,'160',,
1.470433,'128',,
1.470693,'225',,
1.470953,'143',,
1.471213,'160',,
1.471473,'128',,
1.471733,'176',,
1.471993,'139',,
1.472253,'19',,
1.472513,'140',,
1.472773,'4',,
1.473033,'8',,
1.474299,L,,
1.474559,C,,
1.474819,S,,
1.475079,A,,
1.475339,'250',,
1.475599,Q,,
1.475859,'160',,
1.476119,'0',,
1.47638,\n,,
1.476639,h,,
1.4769,'29',,
1.47716,'232',,
1.47742,'30',,
1.47768,'185',,
1.47794,'155',,
1.4782,'232',,
1.47846,'23',,
1.47872,'248',,
1.47898,'0',,
1.47924,'0',,
1.4795,'0',,
1.47976,'0',,
1.48002,'225',,
1.48028,'142',,
1.48054,'225',,
1.4808,'143',,
1.48106,'160',,
1.48132,'128',,
1.48158,'176',,
1.48184,'139',,
1.4821,'19',,
1.48236,'140',,
1.48262,'4',,
1.48288,'8',,
1.484296,L,,
1.484556,C,,
1.484816,S,,
1.485076,A,,
1.485336,'250',,
1.485596,Q,,
1.485856,'160',,
1.486116,'0',,
1.486376,\n,,
1.486636,h,,
1.486896,'29',,
1.487156,'232',,
1.487416,'30',,
1.487676,'185',,
1.487936,'155',,
1.488196,'232',,
1.488456,'23',,
1.488716,'248',,
1.488976,'0',,
1.489236,'0',,
1.489496,'0',,
1.489756,'0',,
1.490016,'225',,
1.490276,'140',,
1.490536,'225',,
1.490796,'143',,
1.491056,'160',,
1.491316,'128',,
1.491576,'176',,
1.491836,'139',,
1.492096,'19',,
1.492356,'140',,
1.492616,'4',,
1.492877,'8',,
1.494443,L,,
1.494703,C,,
1.494963,S,,
1.495223,A,,
1.495483,'250',,
1.495743,Q,,
1.496003,'160',,
1.496263,'0',,
1.496523,\n,,
1.496783,h,,
1.497043,'29',,
1.497303,'232',,
1.497563,'30',,
1.497824,'185',,
1.498084,'155',,
1.498344,'232',,
1.498604,'23',,
1.498864,'248',,
1.499124,'0',,
1.499384,'0',,
1.499644,'0',,
1.499904,'0',,
1.500164,'160',,
1.500424,'0',,
1.500684,'225',,
1.500944,'141',,
1.501204,'160',,
