Time [s],Value,Parity Error,Framing Error
2.499097,Q,,
2.499357,'160',,
2.499617,'0',,
2.499877,\n,,
2.500137,'0',,
2.500397,'1',,
2.500657,'0',,
2.500917,\n,,
2.501177,'248',,
2.501437,'31',,
2.501697,H,,
2.501957,'31',,
2.502217,'255',,
2.502477,'254',,
2.502737,'0',,
2.502997,'0',,
2.503257,'0',,
2.503517,'169',,
2.503777,'154',,
2.504037,'169',,
2.504297,'155',,
2.504557,'225',,
2.504817,'142',,
2.505077,'176',,
2.505337,'139',,
2.505597,'19',,
2.505857,'140',,
2.506118,'4',,
2.506378,'8',,
2.507796,L,,
2.508056,C,,
2.508316,S,,
2.508576,A,,
2.508836,'250',,
2.509096,Q,,
2.509357,'160',,
2.509616,'0',,
2.509877,\n,,
2.510137,'0',,
2.510397,'1',,
2.510657,'0',,
2.510917,\n,,
2.511177,'248',,
2.511437,'31',,
2.511697,H,,
2.511957,'31',,
2.512217,'255',,
2.512477,'252',,
2.512737,'0',,
2.512997,'0',,
2.513257,'0',,
2.513517,'169',,
2.513777,'154',,
2.514037,'169',,
2.514297,'155',,
2.514557,'225',,
2.514817,'142',,
2.515077,'176',,
2.515337,'139',,
2.515597,'19',,
2.515857,'140',,
2.516117,'4',,
2.516377,'8',,
2.516756,L,,
2.517016,C,,
2.517276,S,,
2.517536,A,,
2.517796,'250',,
2.518056,Q,,
2.518316,'160',,
2.518576,'0',,
2.518836,\n,,
2.519096,'0',,
2.519356,'1',,
2.519616,'0',,
2.519876,\n,,
2.520136,'248',,
2.520396,'31',,
2.520656,H,,
2.520916,'31',,
2.521176,'255',,
2.521436,'252',,
2.521696,'0',,
2.521956,'0',,
2.522216,'0',,
2.522476,'169',,
2.522736,'154',,
2.522996,'169',,
2.523257,'155',,
2.523516,'225',,
2.523777,'142',,
2.524037,'176',,
2.524297,'139',,
2.524557,'19',,
2.524817,'140',,
2.525077,'4',,
2.525337,'8',,
2.547679,L,,
2.547939,C,,
2.548199,S,,
2.548459,A,,
2.548719,'250',,
2.548979,Q,,
2.54924,'160',,
2.5495,'0',,
2.54976,\n,,
2.55002,'0',,
2.55028,'1',,
2.55054,'0',,
2.5508,\n,,
2.55106,'248',,
2.55132,'31',,
2.55158,H,,
2.55184,'31',,
2.5521,'255',,
2.55236,'254',,
2.55262,'0',,
2.55288,'0',,
2.55314,'0',,
2.5534,'169',,
2.55366,'154',,
2.55392,'169',,
2.55418,'155',,
2.55444,'225',,
2.5547,'142',,
2.55496,'176',,
2.55522,'139',,
2.55548,'19',,
2.55574,'140',,
2.556,'4',,
2.55626,'8',,
2.816957,L,,
2.817217,C,,
2.817477,S,,
2.817737,A,,
2.817997,'250',,
2.818257,Q,,
2.818517,'160',,
2.818777,'0',,
2.819037,\n,,
2.819297,'0',,
2.819557,'1',,
2.819817,'0',,
2.820077,\n,,
2.820337,'248',,
2.820597,'31',,
2.820857,H,,
2.821117,'31',,
2.821377,'255',,
2.821637,'254',,
2.821898,'0',,
2.822158,'0',,
2.822418,'0',,
2.822678,'169',,
2.822938,'154',,
2.823198,'169',,
2.823458,'155',,
2.823718,'225',,
2.823978,'142',,
2.824238,'176',,
2.824498,'139',,
2.824758,'19',,
2.825018,'140',,
2.825278,'4',,
2.825538,'8',,
3.067852,L,,
3.068112,C,,
3.068373,S,,
3.068633,A,,
3.068893,'250',,
3.069153,Q,,
3.069413,'160',,
3.069673,'0',,
3.069933,\n,,
3.070193,'0',,
3.070453,'1',,
3.070713,'0',,
3.070973,\n,,
3.071233,'248',,
3.071493,'31',,
3.071753,H,,
3.072013,'31',,
3.072273,'255',,
3.072533,'252',,
3.072793,'0',,
3.073053,'0',,
3.073313,'0',,
3.073573,'169',,
3.073833,'154',,
3.074093,'169',,
3.074353,'155',,
3.074613,'225',,
3.074873,'142',,
3.075133,'176',,
3.075393,'139',,
3.075653,'19',,
3.075913,'140',,
3.076173,'4',,
3.076433,'8',,
3.087855,L,,
3.088115,C,,
3.088375,S,,
3.088635,A,,
3.088895,'250',,
3.089155,Q,,
3.089415,'160',,
3.089675,'0',,
3.089935,\n,,
3.090195,'0',,
3.090455,'1',,
3.090715,'0',,
3.090975,\n,,
3.091235,'248',,
3.091495,'31',,
3.091755,H,,
3.092015,'31',,
3.092275,'255',,
3.092535,'254',,
3.092795,'0',,
3.093055,'0',,
3.093315,'0',,
3.093575,'169',,
3.093836,'154',,
3.094096,'169',,
3.094356,'155',,
3.094616,'225',,
3.094876,'142',,
3.095136,'176',,
3.095396,'139',,
3.095656,'19',,
3.095916,'140',,
3.096176,'4',,
3.096436,'8',,
3.116815,L,,
3.117075,C,,
3.117335,S,,
3.117595,A,,
3.117855,'250',,
3.118115,Q,,
3.118375,'160',,
3.118636,'0',,
3.118895,\n,,
3.119156,'0',,
3.119416,'1',,
3.119676,'0',,
3.119936,\n,,
3.120196,'248',,
3.120456,'31',,
3.120716,H,,
3.120976,'31',,
3.121236,'255',,
3.121496,'254',,
3.121756,'0',,
3.122016,'0',,
3.122276,'0',,
3.122536,'169',,
3.122796,'154',,
3.123056,'169',,
3.123316,'155',,
3.123576,'225',,
3.123836,'142',,
3.124096,'176',,
3.124356,'139',,
3.124616,'19',,
3.124876,'140',,
3.125136,'4',,
3.125396,'8',,
3.347757,L,,
3.348017,C,,
3.348277,S,,
3.348537,A,,
3.348797,'250',,
3.349057,Q,,
3.349317,'160',,
3.349577,'0',,
3.349837,\n,,
3.350097,'0',,
3.350357,'1',,
3.350617,'0',,
3.350877,\n,,
3.351137,'248',,
3.351397,'31',,
3.351657,H,,
3.351917,'31',,
3.352177,'255',,
3.352438,'252',,
3.352698,'0',,
3.352958,'0',,
3.353218,'0',,
3.353478,'169',,
3.353738,'154',,
3.353998,'169',,
3.354258,'155',,
3.354518,'225',,
3.354778,'142',,
3.355038,'176',,
3.355298,'139',,
3.355558,'19',,
3.355818,'140',,
3.356078,'4',,
3.356338,'8',,
3.417015,L,,
3.417275,C,,
3.417535,S,,
3.417795,A,,
3.418055,'250',,
3.418315,Q,,
3.418575,'160',,
3.418835,'0',,
3.419095,\n,,
3.419355,'0',,
3.419615,'1',,
3.419875,'0',,
3.420135,\n,,
3.420395,'248',,
3.420655,'31',,
3.420915,H,,
3.421175,'31',,
3.421435,'255',,
3.421695,'252',,
3.421955,'0',,
3.422215,'0',,
3.422475,'0',,
3.422735,'169',,
3.422995,'154',,
3.423255,'169',,
3.423516,'155',,
3.423776,'225',,
3.424036,'142',,
3.424296,'176',,
3.424556,'139',,
3.424816,'19',,
3.425076,'140',,
3.425336,'4',,
3.425596,'8',,
3.537912,L,,
3.538172,C,,
3.538432,S,,
3.538692,A,,
3.538952,'250',,
3.539212,Q,,
3.539472,'160',,
3.539732,'0',,
3.539992,\n,,
3.540252,'0',,
3.540512,'1',,
3.540772,'0',,
3.541032,\n,,
3.541293,'248',,
3.541552,'31',,
3.541813,H,,
3.542073,'31',,
3.542333,'255',,
3.542593,'254',,
3.542853,'0',,
3.543113,'0',,
3.543373,'0',,
3.543633,'169',,
3.543893,'154',,
3.544153,'169',,
3.544413,'155',,
3.544673,'225',,
3.544933,'142',,
3.545193,'176',,
3.545453,'139',,
3.545713,'19',,
3.545973,'140',,
3.546233,'4',,
3.546493,'8',,
3.647909,L,,
3.648169,C,,
3.64843,S,,
3.64869,A,,
3.64895,'250',,
